,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,answer_start_cat,answer_pos_cat,context_cat
103177,572e8d3edfa6aa1500f8d10b,Neptune,"Some of the earliest recorded observations ever made through a telescope, Galileo's drawings on 28 December 1612 and 27 January 1613, contain plotted points that match up with what is now known to be the position of Neptune. On both occasions, Galileo seems to have mistaken Neptune for a fixed star when it appeared close—in conjunction—to Jupiter in the night sky; hence, he is not credited with Neptune's discovery. At his first observation in December 1612, Neptune was almost stationary in the sky because it had just turned retrograde that day. This apparent backward motion is created when Earth's orbit takes it past an outer planet. Because Neptune was only beginning its yearly retrograde cycle, the motion of the planet was far too slight to be detected with Galileo's small telescope. In July 2009, University of Melbourne physicist David Jamieson announced new evidence suggesting that Galileo was at least aware that the 'star' he had observed had moved relative to the fixed stars.",Who drew Neptune after observing it with a telescope? ,"{'text': array(['Galileo'], dtype=object), 'answer_start': array([244], dtype=int32)}",996,Galileo,244,0.24497991967871485,"[150, 400)","[0.0, 0.25)","(700, 1000]"
28721,5705e06c52bb891400689645,The_Times,"The Times is the originator of the widely used Times Roman typeface, originally developed by Stanley Morison of The Times in collaboration with the Monotype Corporation for its legibility in low-tech printing. In November 2006 The Times began printing headlines in a new font, Times Modern. The Times was printed in broadsheet format for 219 years, but switched to compact size in 2004 in an attempt to appeal more to younger readers and commuters using public transport. The Sunday Times remains a broadsheet.",How long was The Times printed in broadsheet format?,"{'text': array(['219 years'], dtype=object), 'answer_start': array([338], dtype=int32)}",510,219 years,338,0.6627450980392157,"[150, 400)","[0.5, 1.5)","(0, 600]"
30272,5ad289c1d7d075001a429997,House_music,"The house scene in cities such as Birmingham, Leeds, Sheffield and London were also provided with many underground Pirate Radio stations and DJs alike which helped bolster an already contagious, but otherwise ignored by the mainstream, music genre. The earliest and influential UK house and techno record labels such as Warp Records and Network Records (otherwise known as Kool Kat records) helped introduce American and later Italian dance music to Britain as well as promoting select UK dance music acts.",What was Italian Records also known as?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",506,,-1,-0.001976284584980237,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
34349,5ad2474fd7d075001a428b2e,Emotion,"Walter Bradford Cannon agreed that physiological responses played a crucial role in emotions, but did not believe that physiological responses alone could explain subjective emotional experiences. He argued that physiological responses were too slow and often imperceptible and this could not account for the relatively rapid and intense subjective awareness of emotion. He also believed that the richness, variety, and temporal course of emotional experiences could not stem from physiological reactions, that reflected fairly undifferentiated fight or flight responses. An example of this theory in action is as follows: An emotion-evoking event (snake) triggers simultaneously both a physiological response and a conscious experience of an emotion.",Why did Cannon believe that physiological responses weren't insufficient cause for emotions?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",751,,-1,-0.0013315579227696406,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
33273,5acd922e07355d001abf476c,Beer,"It is considered that overeating and lack of muscle tone is the main cause of a beer belly, rather than beer consumption. A 2004 study, however, found a link between binge drinking and a beer belly. But with most overconsumption, it is more a problem of improper exercise and overconsumption of carbohydrates than the product itself. Several diet books quote beer as having an undesirably high glycemic index of 110, the same as maltose; however, the maltose in beer undergoes metabolism by yeast during fermentation so that beer consists mostly of water, hop oils and only trace amounts of sugars, including maltose.",Some books quote a glycemic index of 114 for what?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",617,,-1,-0.0016207455429497568,"[-1, 0)","[-0.25, 0.0)","(600, 700]"
124347,5ad3e582604f3c001a3ff5a3,Jehovah%27s_Witnesses,"Authors including William Whalen, Shawn Francis Peters and former Witnesses Barbara Grizzuti Harrison, Alan Rogerson and William Schnell have claimed the arrests and mob violence in the United States in the 1930s and 1940s were the consequence of what appeared to be a deliberate course of provocation of authorities and other religions by Jehovah’s Witnesses. Whalen, Harrison and Schnell have suggested Rutherford invited and cultivated opposition for publicity purposes in a bid to attract dispossessed members of society, and to convince members that persecution from the outside world was evidence of the truth of their struggle to serve God. Watch Tower Society literature of the period directed that Witnesses should ""never seek a controversy"" nor resist arrest, but also advised members not to co-operate with police officers or courts that ordered them to stop preaching, and to prefer jail rather than pay fines.",What religious leader of the 1930s and 1940s would never have been suspected of using his members arrests to garner more disaffected members?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",922,,-1,-0.0010845986984815619,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
57056,5726f4ddf1498d1400e8f0f1,Napoleon,"Napoleon's use of propaganda contributed to his rise to power, legitimated his régime, and established his image for posterity. Strict censorship, controlling aspects of the press, books, theater, and art, was part of his propaganda scheme, aimed at portraying him as bringing desperately wanted peace and stability to France. The propagandistic rhetoric changed in relation to events and to the atmosphere of Napoleon's reign, focusing first on his role as a general in the army and identification as a soldier, and moving to his role as emperor and a civil leader. Specifically targeting his civilian audience, Napoleon fostered an important, though uneasy, relationship with the contemporary art community, taking an active role in commissioning and controlling different forms of art production to suit his propaganda goals.",Napoleon created a relationship with the art community to commission work specifically targeting what segment of his audience?,"{'text': array(['civilian'], dtype=object), 'answer_start': array([594], dtype=int32)}",828,civilian,594,0.717391304347826,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
91054,5728dbc5ff5b5019007da843,Race_(human_categorization),"From the 17th through 19th centuries, the merging of folk beliefs about group differences with scientific explanations of those differences produced what one scholar has called an ""ideology of race"". According to this ideology, races are primordial, natural, enduring and distinct. It was further argued that some groups may be the result of mixture between formerly distinct populations, but that careful study could distinguish the ancestral races that had combined to produce admixed groups. Subsequent influential classifications by Georges Buffon, Petrus Camper and Christoph Meiners all classified ""Negros"" as inferior to Europeans. In the United States the racial theories of Thomas Jefferson were influential. He saw Africans as inferior to Whites especially in regards to their intellect, and imbued with unnatural sexual appetites, but described Native Americans as equals to whites.","What were races considered to be, according to the ideology of race?","{'text': array(['primordial, natural, enduring and distinct'], dtype=object), 'answer_start': array([238], dtype=int32)}",893,"primordial, natural, enduring and distinct",238,0.26651735722284436,"[150, 400)","[0.25, 0.5)","(700, 1000]"
19748,5ad3d8d6604f3c001a3ff381,Tristan_da_Cunha,"The 1961 volcanic eruption destroyed the Tristan da Cunha canned crawfish factory, which was rebuilt a short time later. The crawfish catchers and processors work for the South African company Ovenstone, which has an exclusive contract to sell crawfish to the United States and Japan. Even though Tristan da Cunha is a UK overseas territory, it is not permitted direct access to European Union markets. Recent[clarification needed] economic conditions have meant that the islanders have had to draw from their reserves. The islands' financial problems may cause delays in updating communication equipment and improving education on the island. The fire of 13 February 2008 (see History) resulted in major temporary economic disruption.",Which South African Company was destroyed by a 1961 volcanic eruption?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",735,,-1,-0.0013605442176870747,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
23606,56f840dea6d7ea1400e17510,Josip_Broz_Tito,"Some of the other foreign awards and decorations of Josip Broz Tito include Order of Merit, Order of Manuel Amador Guerrero, Order of Prince Henry, Order of Independence, Order of Merit, Order of the Nile, Order of the Condor of the Andes, Order of the Star of Romania, Order of the Gold Lion of the House of Nassau, Croix de Guerre, Order of the Cross of Grunwald, Czechoslovak War Cross, Decoration of Honour for Services to the Republic of Austria, Military Order of the White Lion, Nishan-e-Pakistan, Order of Al Rafidain, Order of Carol I, Order of Georgi Dimitrov, Order of Karl Marx, Order of Manuel Amador Guerrero, Order of Michael the Brave, Order of Pahlavi, Order of Sukhbaatar, Order of Suvorov, Order of the Liberator, Order of the October Revolution, Order of the Queen of Sheba, Order of the White Rose of Finland, Partisan Cross, Royal Order of Cambodia and Star of People's Friendship and Thiri Thudhamma Thingaha.[citation needed]",Tito was awarded the Decoration of Honour for Services to the Republic of what country?,"{'text': array(['Austria'], dtype=object), 'answer_start': array([443], dtype=int32)}",949,Austria,443,0.46680716543730244,"[400, 5000)","[0.25, 0.5)","(700, 1000]"
117665,573136bb497a881900248c55,Tuvalu,"In July 2012 a United Nations Special Rapporteur called on the Tuvalu Government to develop a national water strategy to improve access to safe drinking water and sanitation. In 2012, Tuvalu developed a National Water Resources Policy under the Integrated Water Resource Management (IWRM) Project and the Pacific Adaptation to Climate Change (PACC) Project, which are sponsored by the Global Environment Fund/SOPAC. Government water planning has established a target of between 50 and 100L of water per person per day accounting for drinking water, cleaning, community and cultural activities.",When did the UN ask Tuvalu to come up with a plan to improve drinking water?,"{'text': array(['July 2012'], dtype=object), 'answer_start': array([3], dtype=int32)}",593,July 2012,3,0.00505902192242833,"[0, 150)","[0.0, 0.25)","(0, 600]"
76978,572792d6dd62a815002ea0c7,Gramophone_record,"The earliest disc records (1889–1894) were made of various materials including hard rubber. Around 1895, a shellac-based compound was introduced and became standard. Exact formulas for this compound varied by manufacturer and over the course of time, but it was typically composed of about one-third shellac and about two-thirds mineral filler, which meant finely pulverized rock, usually slate and limestone, with an admixture of cotton fibers to add tensile strength, carbon black for color (without this, it tended to be a ""dirty"" gray or brown color that most record companies considered unattractive), and a very small amount of a lubricant to facilitate mold release during manufacture. Some makers, notably Columbia Records, used a laminated construction with a core disc of coarser material or fiber. The production of shellac records continued until the end of the 78 rpm format (i.e., the late 1950s in most developed countries, but well into the 1960s in some other places), but increasingly less abrasive formulations were used during its declining years and very late examples in truly like-new condition can have as low noise levels as vinyl.",What was the standard material for discs around 1895?,"{'text': array(['a shellac-based compound'], dtype=object), 'answer_start': array([105], dtype=int32)}",1156,a shellac-based compound,105,0.09083044982698962,"[0, 150)","[0.0, 0.25)","(1000, 5000]"
109851,5730257ea23a5019007fce67,"Tucson,_Arizona","Catalina Highway stretches 25 miles (40 km) and the entire mountain range is one of Tucson's most popular vacation spots for cycling, hiking, rock climbing, camping, birding, and wintertime snowboarding and skiing. Near the top of Mt. Lemmon is the town of Summerhaven. In Summerhaven, visitors will find log houses and cabins, a general store, and various shops, as well as numerous hiking trails. Near Summerhaven is the road to Ski Valley which hosts a ski lift, several runs, a giftshop, and nearby restaurant.",What town is near the top of Mt. Lemmon?,"{'text': array(['Summerhaven'], dtype=object), 'answer_start': array([257], dtype=int32)}",514,Summerhaven,257,0.5,"[150, 400)","[0.5, 1.5)","(0, 600]"
122209,5ace488632bba1001ae4a195,YouTube,"In some countries, YouTube is completely blocked, either through a long term standing ban or for more limited periods of time such as during periods of unrest, the run-up to an election, or in response to upcoming political anniversaries. In other countries access to the website as a whole remains open, but access to specific videos is blocked. In cases where the entire site is banned due to one particular video, YouTube will often agree to remove or limit access to that video in order to restore service.",What does YouTube do when the entire is site is blocked in all countries because of one video?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",510,,-1,-0.00196078431372549,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
74652,57278f89708984140094e0e0,Baptists,"Modern Baptist churches trace their history to the English Separatist movement in the century after the rise of the original Protestant denominations. This view of Baptist origins has the most historical support and is the most widely accepted. Adherents to this position consider the influence of Anabaptists upon early Baptists to be minimal. It was a time of considerable political and religious turmoil. Both individuals and churches were willing to give up their theological roots if they became convinced that a more biblical ""truth"" had been discovered.[page needed]",Adherents to this position consider the influence of Anabaptists upon early Baptists to be what?,"{'text': array(['minimal'], dtype=object), 'answer_start': array([336], dtype=int32)}",573,minimal,336,0.5863874345549738,"[150, 400)","[0.5, 1.5)","(0, 600]"
69262,5726ecae708984140094d63c,Literature,"Law offers more ambiguity. Some writings of Plato and Aristotle, the law tables of Hammurabi of Babylon, or even the early parts of the Bible could be seen as legal literature. Roman civil law as codified in the Corpus Juris Civilis during the reign of Justinian I of the Byzantine Empire has a reputation as significant literature. The founding documents of many countries, including Constitutions and Law Codes, can count as literature; however, most legal writings rarely exhibit much literary merit, as they tend to be rather Written by Samuel Dean.","What religious scripture can be fit into a large, loose definition of legal literature?","{'text': array(['the Bible'], dtype=object), 'answer_start': array([132], dtype=int32)}",553,the Bible,132,0.23869801084990958,"[0, 150)","[0.0, 0.25)","(0, 600]"
48202,571d1c3fdd7acb1400e4c21d,Pharmaceutical_industry,"Drug discovery and development is very expensive; of all compounds investigated for use in humans only a small fraction are eventually approved in most nations by government appointed medical institutions or boards, who have to approve new drugs before they can be marketed in those countries. In 2010 18 NMEs (New Molecular Entities) were approved and three biologics by the FDA, or 21 in total, which is down from 26 in 2009 and 24 in 2008. On the other hand, there were only 18 approvals in total in 2007 and 22 back in 2006. Since 2001, the Center for Drug Evaluation and Research has averaged 22.9 approvals a year. This approval comes only after heavy investment in pre-clinical development and clinical trials, as well as a commitment to ongoing safety monitoring. Drugs which fail part-way through this process often incur large costs, while generating no revenue in return. If the cost of these failed drugs is taken into account, the cost of developing a successful new drug (new chemical entity, or NCE), has been estimated at about 1.3 billion USD(not including marketing expenses). Professors Light and Lexchin reported in 2012, however, that the rate of approval for new drugs has been a relatively stable average rate of 15 to 25 for decades.",How many pharmaceutical drugs were approved on average since 2001?,"{'text': array(['22.9'], dtype=object), 'answer_start': array([598], dtype=int32)}",1257,22.9,598,0.47573587907716786,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
48905,571b46e632177014007ea067,Asphalt,"One hundred years after the fall of Constantinople in 1453, Pierre Belon described in his work Observations in 1553 that pissasphalto, a mixture of pitch and bitumen, was used in Dubrovnik for tarring of ships from where it was exported to a market place in Venice where it could be bought by anyone. An 1838 edition of Mechanics Magazine cites an early use of asphalt in France. A pamphlet dated 1621, by ""a certain Monsieur d'Eyrinys, states that he had discovered the existence (of asphaltum) in large quantities in the vicinity of Neufchatel"", and that he proposed to use it in a variety of ways – ""principally in the construction of air-proof granaries, and in protecting, by means of the arches, the water-courses in the city of Paris from the intrusion of dirt and filth"", which at that time made the water unusable. ""He expatiates also on the excellence of this material for forming level and durable terraces"" in palaces, ""the notion of forming such terraces in the streets not one likely to cross the brain of a Parisian of that generation"". But it was generally neglected in France until the revolution of 1830. Then, in the 1830s, there was a surge of interest, and asphalt became widely used ""for pavements, flat roofs, and the lining of cisterns, and in England, some use of it had been made of it for similar purposes"". Its rise in Europe was ""a sudden phenomenon"", after natural deposits were found ""in France at Osbann (BasRhin), the Parc (l'Ain) and the Puy-de-la-Poix (Puy-de-Dome)"", although it could also be made artificially. One of the earliest uses in France was the laying of about 24,000 square yards of Seyssel asphalt at the Place de la Concorde in 1835.",After what event in France did  asphalt begin to be used for pavements and assorted other uses?,"{'text': array(['revolution of 1830'], dtype=object), 'answer_start': array([1103], dtype=int32)}",1682,revolution of 1830,1103,0.6557669441141498,"[400, 5000)","[0.5, 1.5)","(1000, 5000]"
1353,56cff179234ae51400d9c133,Frédéric_Chopin,"Chopin's original publishers included Maurice Schlesinger and Camille Pleyel. His works soon began to appear in popular 19th-century piano anthologies. The first collected edition was by Breitkopf & Härtel (1878–1902). Among modern scholarly editions of Chopin's works are the version under the name of Paderewski published between 1937 and 1966 and the more recent Polish ""National Edition"", edited by Jan Ekier, both of which contain detailed explanations and discussions regarding choices and sources.","Who edited the Polish ""National Edition"" of Chopin's works?","{'text': array(['Jan Ekier'], dtype=object), 'answer_start': array([403], dtype=int32)}",504,Jan Ekier,403,0.7996031746031746,"[400, 5000)","[0.5, 1.5)","(0, 600]"
105224,5a849fbe7cf838001a46a9b4,Endangered_Species_Act,"Two examples of animal species recently delisted are: the Virginia northern flying squirrel (subspecies) on August, 2008, which had been listed since 1985, and the gray wolf (Northern Rocky Mountain DPS). On April 15, 2011, President Obama signed the Department of Defense and Full-Year Appropriations Act of 2011. A section of that Appropriations Act directed the Secretary of the Interior to reissue within 60 days of enactment the final rule published on April 2, 2009, that identified the Northern Rocky Mountain population of gray wolf (Canis lupus) as a distinct population segment (DPS) and to revise the List of Endangered and Threatened Wildlife by removing most of the gray wolves in the DPS.",What is the latin name for the flying squirrel?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",702,,-1,-0.0014245014245014246,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
78798,57278fc7dd62a815002ea074,Eton_College,"As with other public schools, a scheme was devised towards the end of the 19th century to familiarize privileged schoolboys with social conditions in deprived areas. The project of establishing an 'Eton Mission' in the crowded district of Hackney Wick in east London was started at the beginning of 1880, and lasted until 1971 when it was decided that a more local project (at Dorney) would be more realistic. However over the years much money was raised for the Eton Mission, a fine church by G. F. Bodley was erected, many Etonians visited, and stimulated among other things the Eton Manor Boys' Club, a notable rowing club which has survived the Mission itself, and the 59 Club for motorcyclists.",Where was the Eton Mission originally to be located?,"{'text': array(['district of Hackney Wick in east London'], dtype=object), 'answer_start': array([227], dtype=int32)}",699,district of Hackney Wick in east London,227,0.32474964234620884,"[150, 400)","[0.25, 0.5)","(600, 700]"
72149,5a35bfd5788daf001a5f8659,Glacier,"In glaciated areas where the glacier moves faster than one km per year, glacial earthquakes occur. These are large scale temblors that have seismic magnitudes as high as 6.1. The number of glacial earthquakes in Greenland peaks every year in July, August and September and is increasing over time. In a study using data from January 1993 through October 2005, more events were detected every year since 2002, and twice as many events were recorded in 2005 as there were in any other year. This increase in the numbers of glacial earthquakes in Greenland may be a response to global warming.",What peaks Every July in Iceland?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",590,,-1,-0.001694915254237288,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
100663,572f781404bcaa1900d769b8,Post-punk,"Also emerging during this period was New York's no wave movement, a short-lived art and music scene that began in part as a reaction against punk's recycling of traditionalist rock tropes and often reflected an abrasive, confrontational and nihilistic worldview. No wave musicians such as the Contortions, Teenage Jesus and the Jerks, Mars, DNA, Theoretical Girls and Rhys Chatham instead experimented with noise, dissonance and atonality in addition to non-rock styles. The former four groups were included on the Eno-produced No New York compilation, often considered the quintessential testament to the scene. The no wave-affiliated label ZE Records was founded in 1978, and would also produce acclaimed and influential compilations in subsequent years.",When was ZE Records founded?,"{'text': array(['1978'], dtype=object), 'answer_start': array([668], dtype=int32)}",756,1978,668,0.8835978835978836,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
22771,56f8a0d99b226e1400dd0d03,Southampton,"Southampton had an estimated 236,900 people living within the city boundary in 2011. There is a sizeable Polish population in the city, with estimates as high as 20,000.","In 2011, what was the estimated population of Southampton inside city limits?","{'text': array(['236,900'], dtype=object), 'answer_start': array([29], dtype=int32)}",169,"236,900",29,0.17159763313609466,"[0, 150)","[0.0, 0.25)","(0, 600]"
86183,57280f8b4b864d190016436a,Royal_assent,"Royal assent is not sufficient to give legal effect to an Act of Tynwald. By ancient custom, an act did not come into force until it had been promulgated at an open-air sitting of Tynwald, usually held on Tynwald Hill at St John's on St John's Day (24 June), but, since the adoption of the Gregorian calendar in 1753, on 5 July (or on the following Monday if 5 July is a Saturday or Sunday). Promulgation originally consisted of the reading of the Act in English and Manx; but, after 1865 the reading of the title of the act and a summary of each section were sufficient. This was reduced in 1895 to the titles and a memorandum of the object and purport of the act, and, since 1988, only the short title and a summary of the long title have been read.","Under ancient custom, an Act of Tynwald didn't go into effect until decreed at which location?","{'text': array([""Tynwald Hill at St John's""], dtype=object), 'answer_start': array([205], dtype=int32)}",751,Tynwald Hill at St John's,205,0.2729693741677763,"[150, 400)","[0.25, 0.5)","(700, 1000]"
35049,5acd6dd107355d001abf41bc,Aircraft_carrier,"A fleet carrier is intended to operate with the main fleet and usually provides an offensive capability. These are the largest carriers capable of fast speeds. By comparison, escort carriers were developed to provide defense for convoys of ships. They were smaller and slower with lower numbers of aircraft carried. Most were built from mercantile hulls or, in the case of merchant aircraft carriers, were bulk cargo ships with a flight deck added on top. Light aircraft carriers were carriers that were fast enough to operate with the fleet but of smaller size with reduced aircraft capacity. Soviet aircraft carriers now in use by Russia are actually called heavy aviation cruisers, these ships while sized in the range of large fleet carriers were designed to deploy alone or with escorts and provide both strong defensive weaponry and heavy offensive missiles equivalent to a guided missile cruiser in addition to supporting fighters and helicopters.",What are the soviet aircraft carriers used by Germany actually called?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",954,,-1,-0.0010482180293501049,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
52266,572615c9271a42140099d457,Buckingham_Palace,"The palace measures 108 metres (354 ft) by 120 metres (390 ft), is 24 metres (79 ft) high and contains over 77,000 m2 (830,000 sq ft) of floorspace. The floor area is smaller than the Royal Palace of Madrid, the Papal Palace in Rome, the Louvre in Paris, the Hofburg Palace in Vienna, or the Forbidden City. There are 775 rooms, including 19 state rooms, 52 principal bedrooms, 188 staff bedrooms, 92 offices, and 78 bathrooms. The principal rooms are contained on the piano nobile behind the west-facing garden façade at the rear of the palace. The centre of this ornate suite of state rooms is the Music Room, its large bow the dominant feature of the façade. Flanking the Music Room are the Blue and the White Drawing Rooms. At the centre of the suite, serving as a corridor to link the state rooms, is the Picture Gallery, which is top-lit and 55 yards (50 m) long. The Gallery is hung with numerous works including some by Rembrandt, van Dyck, Rubens and Vermeer; other rooms leading from the Picture Gallery are the Throne Room and the Green Drawing Room. The Green Drawing Room serves as a huge anteroom to the Throne Room, and is part of the ceremonial route to the throne from the Guard Room at the top of the Grand Staircase. The Guard Room contains white marble statues of Queen Victoria and Prince Albert, in Roman costume, set in a tribune lined with tapestries. These very formal rooms are used only for ceremonial and official entertaining, but are open to the public every summer.",How many staterooms does the palace have?,"{'text': array(['19 state rooms'], dtype=object), 'answer_start': array([339], dtype=int32)}",1496,19 state rooms,339,0.2266042780748663,"[150, 400)","[0.0, 0.25)","(1000, 5000]"
3394,56cee294aab44d1400b88bec,2008_Sichuan_earthquake,"By May 14, the Ministry of Civil Affairs stated that 10.7 billion yuan (approximately US$1.5 billion) had been donated by the Chinese public. Houston Rockets center Yao Ming, one of the country's most popular sports icons, gave $214,000 and $71,000 to the Red Cross Society of China. The association has also collected a total of $26 million in donations so far. Other multinational firms located in China have also announced large amounts of donations.",How much did Yao Ming donate?,"{'text': array(['$214,000 and $71,000'], dtype=object), 'answer_start': array([228], dtype=int32)}",453,"$214,000 and $71,000",228,0.5033112582781457,"[150, 400)","[0.5, 1.5)","(0, 600]"
85566,57285159ff5b5019007da171,John_von_Neumann,"""I have sometimes wondered whether a brain like von Neumann's does not indicate a species superior to that of man"", said Nobel Laureate Hans Bethe of Cornell University. ""It seems fair to say that if the influence of a scientist is interpreted broadly enough to include impact on fields beyond science proper, then John von Neumann was probably the most influential mathematician who ever lived,"" wrote Miklós Rédei in ""Selected Letters."" James Glimm wrote: ""he is regarded as one of the giants of modern mathematics"". The mathematician Jean Dieudonné called von Neumann ""the last of the great mathematicians"", while Peter Lax described him as possessing the ""most scintillating intellect of this century"".",What did James Glimm have to say about von Nuemann?,"{'text': array(['he is regarded as one of the giants of modern mathematics'],
      dtype=object), 'answer_start': array([459], dtype=int32)}",706,he is regarded as one of the giants of modern mathematics,459,0.6501416430594901,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
5751,56d2a28059d6e4140014616f,Buddhism,"Buddhism provides many opportunities for comparative study with a diverse range of subjects. For example, Buddhism's emphasis on the Middle way not only provides a unique guideline for ethics but has also allowed Buddhism to peacefully coexist with various differing beliefs, customs and institutions in countries where it has resided throughout its history. Also, its moral and spiritual parallels with other systems of thought—for example, with various tenets of Christianity—have been subjects of close study. In addition, the Buddhist concept of dependent origination has been compared to modern scientific thought, as well as Western metaphysics.",Buddhism's emphasis on the Middle Way provides a guideline for what?,"{'text': array(['ethics'], dtype=object), 'answer_start': array([185], dtype=int32)}",651,ethics,185,0.28417818740399386,"[150, 400)","[0.25, 0.5)","(600, 700]"
61431,5a79f5ca17ab25001a8a021e,Law_of_the_United_States,"New York, Illinois, and California are the most significant states that have not adopted the FRCP. Furthermore, all three states continue to maintain most of their civil procedure laws in the form of codified statutes enacted by the state legislature, as opposed to court rules promulgated by the state supreme court, on the ground that the latter are undemocratic. But certain key portions of their civil procedure laws have been modified by their legislatures to bring them closer to federal civil procedure.",What did California claim was wrong with state legislature?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",510,,-1,-0.00196078431372549,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
119517,57320abbb9d445190005e77a,Bird,"The high metabolic rates of birds during the active part of the day is supplemented by rest at other times. Sleeping birds often use a type of sleep known as vigilant sleep, where periods of rest are interspersed with quick eye-opening ""peeks"", allowing them to be sensitive to disturbances and enable rapid escape from threats. Swifts are believed to be able to sleep in flight and radar observations suggest that they orient themselves to face the wind in their roosting flight. It has been suggested that there may be certain kinds of sleep which are possible even when in flight. Some birds have also demonstrated the capacity to fall into slow-wave sleep one hemisphere of the brain at a time. The birds tend to exercise this ability depending upon its position relative to the outside of the flock. This may allow the eye opposite the sleeping hemisphere to remain vigilant for predators by viewing the outer margins of the flock. This adaptation is also known from marine mammals. Communal roosting is common because it lowers the loss of body heat and decreases the risks associated with predators. Roosting sites are often chosen with regard to thermoregulation and safety.",What are believed to be able to sleep in flight?,"{'text': array(['Swifts'], dtype=object), 'answer_start': array([329], dtype=int32)}",1182,Swifts,329,0.27834179357022,"[150, 400)","[0.25, 0.5)","(1000, 5000]"
91520,5728e5624b864d1900165046,Paris,"The majority of Paris' salaried employees fill 370,000 businesses services jobs, concentrated in the north-western 8th, 16th and 17th arrondissements. Paris' financial service companies are concentrated in the central-western 8th and 9th arrondissement banking and insurance district. Paris' department store district in the 1st, 6th, 8th and 9th arrondissements employ 10 percent of mostly female Paris workers, with 100,000 of these registered in the retail trade. Fourteen percent of Parisians work in hotels and restaurants and other services to individuals. Nineteen percent of Paris employees work for the State in either in administration or education. The majority of Paris' healthcare and social workers work at the hospitals and social housing concentrated in the peripheral 13th, 14th, 18th, 19th and 20th arrondissements. Outside Paris, the western Hauts-de-Seine department La Défense district specialising in finance, insurance and scientific research district, employs 144,600, and the north-eastern Seine-Saint-Denis audiovisual sector has 200 media firms and 10 major film studios.",In what districts are the majority of businesses service jobs located?,"{'text': array(['8th, 16th and 17th'], dtype=object), 'answer_start': array([115], dtype=int32)}",1098,"8th, 16th and 17th",115,0.10473588342440801,"[0, 150)","[0.0, 0.25)","(1000, 5000]"
70595,5726c1e7708984140094d0a4,Utrecht,"From the middle of the 3rd century Germanic tribes regularly invaded the Roman territories. Around 275 the Romans could no longer maintain the northern border and Utrecht was abandoned. Little is known about the next period 270–650. Utrecht is first spoken of again several centuries after the Romans left. Under the influence of the growing realms of the Franks, during Dagobert I's reign in the 7th century, a church was built within the walls of the Roman fortress. In ongoing border conflicts with the Frisians this first church was destroyed.",What was built in the 7th century ,"{'text': array(['a church was built within the walls of the Roman fortress'],
      dtype=object), 'answer_start': array([410], dtype=int32)}",547,a church was built within the walls of the Roman fortress,410,0.7495429616087751,"[400, 5000)","[0.5, 1.5)","(0, 600]"
81336,5728071d4b864d190016427c,Culture,"The sociology of culture grew from the intersection between sociology (as shaped by early theorists like Marx, Durkheim, and Weber) with the growing discipline of anthropology, where in researchers pioneered ethnographic strategies for describing and analyzing a variety of cultures around the world. Part of the legacy of the early development of the field lingers in the methods (much of cultural sociological research is qualitative), in the theories (a variety of critical approaches to sociology are central to current research communities), and in the substantive focus of the field. For instance, relationships between popular culture, political control, and social class were early and lasting concerns in the field.",Which three early theorist helped shape sociology of culture?,"{'text': array(['Marx, Durkheim, and Weber'], dtype=object), 'answer_start': array([105], dtype=int32)}",724,"Marx, Durkheim, and Weber",105,0.14502762430939226,"[0, 150)","[0.0, 0.25)","(700, 1000]"
