,actual_answer,predicted_answer,answer_match
1194,joint terrorism task force,homeland security,0.0
1195,,american association of university professors,
1196,,,
1197,the naval reserve headquarters (navreshq),(marlant,0.0
1198,,treaty of tartu,
1199,high-surrogate code points,high and low surrogate code points,0.0
1200,,plato,
1201,american association of university professors,university professors,0.0
1202,e-plane,,0.0
1203,christianity,christianity,1.0
1204,mike walker,mike walker,1.0
1205,,2007,
1206,,"weeks. a physical or electronic calendar provides conversion from a given date to the weekday, and shows multiple dates for a given weekday and month. calculating",
1207,high culture,high culture,1.0
1208,,"uranium-238 (99.28% natural abundance), uranium-235 (0.71%),",
1209,zinc-doped gallium nitride,gallium nitride,0.0
1210,it has decreased to 7%,7%,0.0
1211,large tumour on her liver that had distended her abdomen,tumour,0.0
1212,november to february,november,0.0
1213,the greek,<pad>,0.0
1214,,mid-1970s,
1215,racism,racism,1.0
1216,present building dates from 1786,1786,0.0
1217,1885,1885,1.0
1218,"management, engineering, and communication","management, engineering",0.0
1219,ball grid array (bga),ball grid array (bga,0.0
1220,,"alphabet from which a general set of orthographical correspondences was drawn, it did not have a standard orthography. it also contained a number of sound clusters which no longer exist; allowing ě (/jɛ/) after soft consonants, which has since shifted to e (/ɛ/), and allowing complex consonant clusters to be pronounced all at once rather than syllabically. a phonological phenomenon, havlik's law (which began in proto-slavic and took various forms in other slavic languages), appeared in old czech; counting backwards from the end of a clause, every odd-numbered yer was vocalized as a vowel, while the other yers disappeared.</s><pad>",
1221,,2008,
1222,"reals r under addition, (r ∖ {0}, ·),",r,0.0
1223,coastline,coastline,1.0
1224,,somerset levels,
1225,,roger lupton,
1226,1837,1837,1.0
1227,netherlandish,"italy, as did northern illuminated manuscripts, which in the 15th century began to be collected on a large scale by secular elites, who also commissioned secular books, especially histories. from about 1450 printed books rapidly became popular, though still expensive. there were around 30,000 different editions of incunabula, or works printed before 1500, by which time illuminated manuscripts were commissioned only by royalty and a few others. very small woodcuts, nearly all religious, were affordable even by peasants in parts of northern europe from the middle of the 15th century. more expensive engravings supplied a wealthier market with a variety of images.</s><pad>",0.0
1228,governor-general,"royal assent in both 1976 and 2001. in 1976, a bill originating in the house of representatives was mistakenly submitted to the governor-general and assented to. however, it was later discovered that it had not been passed by each house. the error arose because two bills of the same title had originated from the house. the governor-general revoked the first assent, before assenting to the bill which had actually passed. the same procedure was followed to correct a similar error which arose in 2001.</s><pad>",1.0
1229,,24,
1230,harriet martineau,harriet martineau,1.0
1231,one of several clubs in downtown raleigh that schedules many concerts,raleigh,0.0
1232,in solitary confinement,in solitary confinement,1.0
1233,,normalized,
1234,vegetations and landscapes,"climate is that of the mediterranean climate, which has become a typically known characteristic of the area. the mediterranean climate covers much of portugal, spain, southeast france, italy, croatia, albania, montenegro, greece, the western and southern coastal regions of turkey as well as the mediterranean islands. those areas of mediterranean climate present similar vegetations and landscapes",1.0
1235,the office of training and education,office of training and education,0.0
1236,"chemicals, electronics, machinery, processed food, synthetic rubber, and textile",chemicals,0.0
1237,2008,2008,1.0
1238,,,
1239,,back into the fold. davis is still with sony music as chief creative officer.</s><pad>,
1240,catalan,catalan,1.0
1241,tulsa,tulsa,1.0
1242,date palm,date,0.0
1243,modern-day feminist,"""modern-day feminist",1.0
1244,lethal injection,lethal injection,1.0
1245,,"broken down by microbes and other living beings into harmless compounds, or persistent pesticides, which may take months or years before they are broken down: it was the persistence of ddt, for example, which led to its accumulation in the food chain and its killing of birds of prey at the top of the food chain. another way to think about pesticides is to consider those that are chemical pesticides or are derived from a common source or production method.</s><pad>",
1246,"bois de boulogne, bois de vincennes",bois de boulogne,0.0
1247,,sanskrit,
1248,"pearl jam, alice in chains, mother love bone and soundgarden",pearl jam,0.0
1249,surge of republicanism,napoleonic,0.0
1250,expelled by the soviet union,expelled,0.0
1251,"i-24, i-81, i-40, i-75, and i-26",i-24,0.0
1252,a bulgarian dialect,"bulgarian dialect, in contrast with the contemporary international view and the view in the republic of macedonia, which regards it as a language in its own right. nevertheless, before the establishment of a literary standard of macedonian in 1944, in most sources in and out of bulgaria before the second world war, the southern slavonic dialect continuum covering the area of today's republic of macedonia were referred to as bulgarian dialects",0.0
1253,hero myth,founding,0.0
1254,silicate glasses,"""silicate",0.0
1255,full-body,primitive flying insect,0.0
1256,carrasco,carrasco,1.0
1257,,licenses,
1258,gaius marius,gaius marius,1.0
1259,no i.d.,"nonetheless supported him. west crossed paths with producer/dj no i.d., with whom he quickly formed a close friendship. no i.d. soon became west's mentor, and it was from him that west learned how to sample and program beats after he received his first sampler at age 15.</s><pad>",1.0
1260,the little princesses,little princesses,0.0
1261,,william james,
1262,both single leg and double leg work,"double leg work however, is the main staple of this event. the gymnast swings both legs in a circular motion (clockwise or counterclockwise depending on preference) and performs such skills on all parts of the apparatus. to make the exercise more challenging, gymnasts",0.0
1263,erasmus language centre,erasmus language centre,1.0
1264,synthetic cubism,"""high",0.0
1265,,skeletal remains,
1266,corvids and parrots,corvids and parrots,1.0
1267,digestive enzymes from the pancreas and bile juice from the liver,bile,0.0
1268,burned,burned,1.0
1269,popular,popular,1.0
1270,nathan knorr,nathan knorr,1.0
1271,,1914,
1272,1908,1908,1.0
1273,jackie chan,jackie chan,1.0
1274,,"phonological phenomena are no longer seen as operating on one linear sequence of segments, called phonemes or feature combinations, but rather as involving some parallel sequences of features which reside on multiple tiers. autosegmental phonology later evolved into feature geometry, which became the standard theory of representation for theories of the organization of phonology",
1275,malian government,malian government,1.0
1276,airstrikes in iraq over isil held territories,august,0.0
1277,modern israeli hebrew,israeli,0.0
1278,john stevens,john stevens,1.0
1279,1.7 million,1.7 million,1.0
1280,"august 6, 2003",august 6,0.0
1281,a cabinet of coins,coins,0.0
1282,2020,2020,1.0
1283,clarmac roads ltd,clarmac,0.0
1284,"basic instinct, stargate, terminator 2: judgment day, showgirls, cutthroat island, and cliffhanger",showgirls,0.0
1285,,queen,
1286,it is somewhat less dense than iron,mercury and cadmium.</s><pad>,0.0
1287,,cd,
1288,. testing peak expiratory flow,peak expiratory flow,0.0
1289,867,867–886,1.0
1290,irregularities,irregularities,1.0
1291,realism and naturalism,naturalism,0.0
1292,80 km/h (50 mph),80,0.0
1293,unconnected,unconnected,1.0
1294,,cbs,
1295,,marseillaise,
1296,dalai lama,dalai lama,1.0
1297,,alcock,
1298,zhèng,zhèng,1.0
1299,emperor charlemagne,charlemagne,0.0
1300,the fall of mosul,fall of mosul,0.0
1301,,"surplus in production the economy began to expand resulting in urbanization thus creating urban areas which grew and evolved very rapidly in some cases, such as that of çatal höyük in anatolia and mohenjo daro of the indus valley civilization in modern-day pakistan.</s><pad>",
1302,resident or sedentary,resident,0.0
1303,latin,latin,1.0
