,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,context_cat,answer_start_cat,answer_pos_cat
60502,57268ad3708984140094c97f,British_Empire,"Following the defeat of Japan in the Second World War, anti-Japanese resistance movements in Malaya turned their attention towards the British, who had moved to quickly retake control of the colony, valuing it as a source of rubber and tin. The fact that the guerrillas were primarily Malayan-Chinese Communists meant that the British attempt to quell the uprising was supported by the Muslim Malay majority, on the understanding that once the insurgency had been quelled, independence would be granted. The Malayan Emergency, as it was called, began in 1948 and lasted until 1960, but by 1957, Britain felt confident enough to grant independence to the Federation of Malaya within the Commonwealth. In 1963, the 11 states of the federation together with Singapore, Sarawak and North Borneo joined to form Malaysia, but in 1965 Chinese-majority Singapore was expelled from the union following tensions between the Malay and Chinese populations. Brunei, which had been a British protectorate since 1888, declined to join the union and maintained its status until independence in 1984.",When did Singapore leave the Federation of Malaya?,"{'text': array(['1965'], dtype=object), 'answer_start': array([823], dtype=int32)}",1083,1965,823,0.7599261311172668,"(1000, 5000]","[400, 5000)","[0.5, 1.5)"
8165,5ad02d2777cf76001a686cef,Republic_of_the_Congo,"As of 2010, the maternal mortality rate was 560 deaths/100,000 live births, and the infant mortality rate was 59.34 deaths/1,000 live births. Female genital mutilation (FGM) is rare in the country, being confined to limited geographic areas of the country.",Where is female genital mutilation not found in the Congo?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",256,,-1,-0.00390625,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
84577,5a80e2838f0597001ac001ee,Time,"The hourglass uses the flow of sand to measure the flow of time. They were used in navigation. Ferdinand Magellan used 18 glasses on each ship for his circumnavigation of the globe (1522). Incense sticks and candles were, and are, commonly used to measure time in temples and churches across the globe. Waterclocks, and later, mechanical clocks, were used to mark the events of the abbeys and monasteries of the Middle Ages. Richard of Wallingford (1292–1336), abbot of St. Alban's abbey, famously built a mechanical clock as an astronomical orrery about 1330. Great advances in accurate time-keeping were made by Galileo Galilei and especially Christiaan Huygens with the invention of pendulum driven clocks along with the invention of the minute hand by Jost Burgi.",How many hourglasses did Galileo Galilei use on each ship during his famous voyage across the globe?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",767,,-1,-0.001303780964797914,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
94701,57297a3baf94a219006aa4c1,Neoclassical_architecture,"By the mid 18th century, the movement broadened to incorporate a greater range of Classical influences, including those from Ancient Greece. The shift to neoclassical architecture is conventionally dated to the 1750s. It first gained influence in England and France; in England, Sir William Hamilton's excavations at Pompeii and other sites, the influence of the Grand Tour and the work of William Chambers and Robert Adam, was pivotal in this regard. In France, the movement was propelled by a generation of French art students trained in Rome, and was influenced by the writings of Johann Joachim Winckelmann. The style was also adopted by progressive circles in other countries such as Sweden and Russia.",In what city did a generation of French art students study that propelled neoclassical architecture and incorporation broader styles?,"{'text': array(['Rome'], dtype=object), 'answer_start': array([540], dtype=int32)}",707,Rome,540,0.7637906647807637,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
49656,57266a1ef1498d1400e8df04,Queen_Victoria,"Russell's ministry, though Whig, was not favoured by the Queen. She found particularly offensive the Foreign Secretary, Lord Palmerston, who often acted without consulting the Cabinet, the Prime Minister, or the Queen. Victoria complained to Russell that Palmerston sent official dispatches to foreign leaders without her knowledge, but Palmerston was retained in office and continued to act on his own initiative, despite her repeated remonstrances. It was only in 1851 that Palmerston was removed after he announced the British government's approval of President Louis-Napoleon Bonaparte's coup in France without consulting the Prime Minister. The following year, President Bonaparte was declared Emperor Napoleon III, by which time Russell's administration had been replaced by a short-lived minority government led by Lord Derby.",Whom did Palmerston fail to gain approval from befoe announcing the support of the British government of Napoleon's coup? ,"{'text': array(['Prime Minister'], dtype=object), 'answer_start': array([630], dtype=int32)}",833,Prime Minister,630,0.7563025210084033,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
11245,56de848f4396321400ee29ca,BBC_Television,"On 5 July 2004, the BBC celebrated the fiftieth anniversary of its television news bulletins (although it had produced the Television Newsreel for several years before 1954). This event was marked by the release of a DVD, which showed highlights of the BBC's television coverage of significant events over the half-century, as well as changes in the format of the BBC television news; from the newsreel format of the first BBC Television News bulletins, to the 24-hour, worldwide news coverage available in 2004. A special edition of Radio Times was also produced, as well as a special section of the BBC News Online website. In 2005 the pioneering BBC television series Little Angels won a BAFTA award. Little Angels was the first reality parenting show and its most famous episode saw Welsh actress Jynine James try to cope with the tantrums of her six-year-old son.",On what form of media was a retrospective of the BBC's news broadcasts released to commemorate its 50th anniversary?,"{'text': array(['DVD'], dtype=object), 'answer_start': array([217], dtype=int32)}",868,DVD,217,0.25,"(700, 1000]","[150, 400)","[0.25, 0.5)"
109001,573015da04bcaa1900d77157,Washington_University_in_St._Louis,"Washington University's sports teams are called the Bears. They are members of the National Collegiate Athletic Association and participate in the University Athletic Association at the Division III level. The Bears have won 19 NCAA Division III Championships— one in women's cross country (2011), one in men's tennis (2008), two in men's basketball (2008, 2009), five in women's basketball (1998–2001, 2010), and ten in women's volleyball (1989, 1991–1996, 2003, 2007, 2009) – and 144 UAA titles in 15 different sports. The Athletic Department is headed by John Schael who has served as director of athletics since 1978. The 2000 Division III Central Region winner of the National Association of Collegiate Directors of Athletics/Continental Airlines Athletics Director of the Year award, Schael has helped orchestrate the Bears athletics transformation into one of the top departments in Division III.",How many NCAA division championships have the Washington University sports teams won?,"{'text': array(['19'], dtype=object), 'answer_start': array([225], dtype=int32)}",903,19,225,0.24916943521594684,"(700, 1000]","[150, 400)","[0.0, 0.25)"
36538,570b3b4dec8fbc190045b8fe,Military_history_of_the_United_States,"The United States originally wished to remain neutral when World War I broke out in August 1914. However, it insisted on its right as a neutral party to immunity from German submarine attack, even though its ships carried food and raw materials to Britain. In 1917 the Germans resumed submarine attacks, knowing that it would lead to American entry. When the U.S declared war, the U.S. army was still small by European standards and mobilization would take a year. Meanwhile, the U.S. continued to provide supplies and money to Britain and France, and initiated the first peacetime draft. Industrial mobilization took longer than expected, so divisions were sent to Europe without equipment, relying instead on the British and French to supply them.",What German war policy precipitated US involvement in WWI?,"{'text': array(['submarine attacks'], dtype=object), 'answer_start': array([285], dtype=int32)}",749,submarine attacks,285,0.38050734312416556,"(700, 1000]","[150, 400)","[0.25, 0.5)"
119743,57313f7b497a881900248cdb,Qing_dynasty,"However, the 18th century saw the European empires gradually expand across the world, as European states developed economies built on maritime trade. The dynasty was confronted with newly developing concepts of the international system and state to state relations. European trading posts expanded into territorial control in nearby India and on the islands that are now Indonesia. The Qing response, successful for a time, was in 1756 to establish the Canton System, which restricted maritime trade to that city and gave monopoly trading rights to private Chinese merchants. The British East India Company and the Dutch East India Company had long before been granted similar monopoly rights by their governments.",Which two European companies traded in Canton?,"{'text': array(['British East India Company and the Dutch East India Company'],
      dtype=object), 'answer_start': array([580], dtype=int32)}",714,British East India Company and the Dutch East India Company,580,0.8123249299719888,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
4699,56cfbd75234ae51400d9bf3d,Solar_energy,"In addition, land availability has a large effect on the available solar energy because solar panels can only be set up on land that is unowned and suitable for solar panels. Roofs have been found to be a suitable place for solar cells, as many people have discovered that they can collect energy directly from their homes this way. Other areas that are suitable for solar cells are lands that are unowned by businesses where solar plants can be established.",Why does land availability have an effect on solar energy?,"{'text': array(['solar panels can only be set up on land that is unowned and suitable for solar panels'],
      dtype=object), 'answer_start': array([88], dtype=int32)}",458,solar panels can only be set up on land that is unowned and suitable for solar panels,88,0.19213973799126638,"(0, 600]","[0, 150)","[0.0, 0.25)"
118584,5730d389b7151e1900c01554,United_States_Air_Force,"Defensive Counterair (DCA) is defined as ""all the defensive measures designed to detect, identify, intercept, and destroy or negate enemy forces attempting to penetrate or attack through friendly airspace"" (JP 1-02). A major goal of DCA operations, in concert with OCA operations, is to provide an area from which forces can operate, secure from air and missile threats. The DCA mission comprises both active and passive defense measures. Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02). It includes both ballistic missile defense and air breathing threat defense, and encompasses point defense, area defense, and high value airborne asset defense. Passive defense is ""measures taken to reduce the probability of and to minimize the effects of damage caused by hostile action without the intention of taking the initiative"" (JP 1-02). It includes detection and warning; chemical, biological, radiological, and nuclear defense; camouflage, concealment, and deception; hardening; reconstitution; dispersion; redundancy; and mobility, counter-measures, and stealth.",What is one of the many ways the DCA utilizes passive defense to protect from enemy attacks? ,"{'text': array(['counter-measures'], dtype=object), 'answer_start': array([1126], dtype=int32)}",1156,counter-measures,1126,0.9740484429065744,"(1000, 5000]","[400, 5000)","[0.5, 1.5)"
36574,5ad17818645df0001a2d1d69,Military_history_of_the_United_States,"US troops participated in a UN peacekeeping mission in Somalia beginning in 1992. By 1993 the US troops were augmented with Rangers and special forces with the aim of capturing warlord Mohamed Farrah Aidid, whose forces had massacred peacekeepers from Pakistan. During a raid in downtown Mogadishu, US troops became trapped overnight by a general uprising in the Battle of Mogadishu. Eighteen American soldiers were killed, and a US television crew filmed graphic images of the body of one soldier being dragged through the streets by an angry mob. Somali guerrillas paid a staggering toll at an estimated 1,000–5,000 total casualties during the conflict. After much public disapproval, American forces were quickly withdrawn by President Bill Clinton. The incident profoundly affected US thinking about peacekeeping and intervention. The book Black Hawk Down was written about the battle, and was the basis for the later movie of the same name.", How many UK soldiers were killed in the battle of Mogadishu?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",945,,-1,-0.0010582010582010583,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
9700,5ad31566604f3c001a3fdb47,Cardinal_(Catholicism),"When in choir dress, a Latin-rite cardinal wears scarlet garments — the blood-like red symbolizes a cardinal's willingness to die for his faith. Excluding the rochet — which is always white — the scarlet garments include the cassock, mozzetta, and biretta (over the usual scarlet zucchetto). The biretta of a cardinal is distinctive not merely for its scarlet color, but also for the fact that it does not have a pompon or tassel on the top as do the birettas of other prelates. Until the 1460s, it was customary for cardinals to wear a violet or blue cape unless granted the privilege of wearing red when acting on papal business. His normal-wear cassock is black but has scarlet piping and a scarlet fascia (sash). Occasionally, a cardinal wears a scarlet ferraiolo which is a cape worn over the shoulders, tied at the neck in a bow by narrow strips of cloth in the front, without any 'trim' or piping on it. It is because of the scarlet color of cardinals' vesture that the bird of the same name has become known as such.[citation needed]",What color ferrailo does a pope occasionally wear?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1041,,-1,-0.0009606147934678194,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
128502,5733fd5d4776f4190066166d,"Punjab,_Pakistan","In 1758, the general of the Hindu Maratha Empire, Raghunath Rao conquered Lahore and Attock. Timur Shah Durrani, the son and viceroy of Ahmad Shah Abdali, was driven out of Punjab. Lahore, Multan, Dera Ghazi Khan, Kashmir and other subahs on the south and eastern side of Peshawar were under the Maratha rule for the most part. In Punjab and Kashmir, the Marathas were now major players. The Third Battle of Panipat took place on 1761, Ahmad Shah Abdali invaded the Maratha territory of Punjab and captured remnants of the Maratha Empire in Punjab and Kashmir regions and re-consolidated control over them.",Who captured part of the Maratha Empire in 1761?,"{'text': array(['Ahmad Shah Abdali'], dtype=object), 'answer_start': array([436], dtype=int32)}",606,Ahmad Shah Abdali,436,0.7194719471947195,"(600, 700]","[400, 5000)","[0.5, 1.5)"
109906,573436f6d058e614000b6b20,"Tucson,_Arizona","The City of Tucson, Pima County, the State of Arizona, and the private sector have all made commitments to create a growing, healthy economy[citation needed] with advanced technology industry sectors as its foundation. Raytheon Missile Systems (formerly Hughes Aircraft Co.), Texas Instruments, IBM, Intuit Inc., Universal Avionics, Honeywell Aerospace, Sunquest Information Systems, Sanofi-Aventis, Ventana Medical Systems, Inc., and Bombardier Aerospace all have a significant presence in Tucson. Roughly 150 Tucson companies are involved in the design and manufacture of optics and optoelectronics systems, earning Tucson the nickname ""Optics Valley"".",What accounting software company has a major presence in Tucson?,"{'text': array(['Intuit Inc.'], dtype=object), 'answer_start': array([300], dtype=int32)}",654,Intuit Inc.,300,0.45871559633027525,"(600, 700]","[150, 400)","[0.25, 0.5)"
33793,5a8cf90cfd22b3001a8d90aa,United_States_dollar,"The decline in the value of the U.S. dollar corresponds to price inflation, which is a rise in the general level of prices of goods and services in an economy over a period of time. A consumer price index (CPI) is a measure estimating the average price of consumer goods and services purchased by households. The United States Consumer Price Index, published by the Bureau of Labor Statistics, is a measure estimating the average price of consumer goods and services in the United States. It reflects inflation as experienced by consumers in their day-to-day living expenses. A graph showing the U.S. CPI relative to 1982–1984 and the annual year-over-year change in CPI is shown at right.",What is published by the CPI?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",689,,-1,-0.001451378809869376,"(600, 700]","[-1, 0)","[-0.25, 0.0)"
115782,573051df2461fd1900a9cd29,Windows_8,"However, according to research firm NPD, sales of devices running Windows in the United States have declined 21 percent compared to the same time period in 2011. As the holiday shopping season wrapped up, Windows 8 sales continued to lag, even as Apple reported brisk sales. The market research firm IDC reported an overall drop in PC sales for the quarter, and said the drop may have been partly due to consumer reluctance to embrace the new features of the OS and poor support from OEM for these features. This capped the first year of declining PC sales to the Asia Pacific region, as consumers bought more mobile devices than Windows PCs.",How much of a decrease in sales have Windows devices experienced?,"{'text': array(['21 percent'], dtype=object), 'answer_start': array([109], dtype=int32)}",642,21 percent,109,0.16978193146417445,"(600, 700]","[0, 150)","[0.0, 0.25)"
8826,5a1cbf334ea40d0018b06ef5,Dutch_Republic,"During the Dutch Golden Age in the late 16th century onward, the Dutch Republic dominated world trade in the 17th century, conquering a vast colonial empire and operating the largest fleet of merchantmen of any nation. The County of Holland was the wealthiest and most urbanized region in the world.",During the 17th century what did Holland conquer?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",299,,-1,-0.0033444816053511705,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
54750,5726909f5951b619008f76c5,Greece,"In 2011, it became apparent that the bail-out would be insufficient and a second bail-out amounting to €130 billion ($173 billion) was agreed in 2012, subject to strict conditions, including financial reforms and further austerity measures. As part of the deal, there was to be a 53% reduction in the Greek debt burden to private creditors and any profits made by Eurozone central banks on their holdings of Greek debt are to be repatriated back to Greece. Greece achieved a primary government budget surplus in 2013. In April 2014, Greece returned to the global bond market as it successfully sold €3 billion worth of five-year government bonds at a yield of 4.95%. Greece returned to growth after six years of economic decline in the second quarter of 2014, and was the Eurozone's fastest-growing economy in the third quarter.",In what year did Greece realize a budget surplus?,"{'text': array(['2013'], dtype=object), 'answer_start': array([512], dtype=int32)}",828,2013,512,0.6183574879227053,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
69049,5a7a441717ab25001a8a0436,Literature,"“The roots of all our modern academic fields can be found within the pages of literature.”  Literature in all its forms can be seen as written records, whether the literature itself be factual or fictional, it is still quite possible to decipher facts through things like characters’ actions and words or the authors’ style of writing and the intent behind the words. The plot is for more than just entertainment purposes; within it lies information about economics, psychology, science, religions, politics, cultures, and social depth. Studying and analyzing literature becomes very important in terms of learning about our history. Through the study of past literature we are able to learn about how society has evolved and about the societal norms during each of the different periods all throughout history. This can even help us to understand references made in more modern literature because authors often make references to Greek mythology and other old religious texts or historical moments. Not only is there literature written on each of the aforementioned topics themselves, and how they have evolved throughout history (like a book about the history of economics or a book about evolution and science, for example) but we can also learn about these things in fictional works. Authors often include historical moments in their works, like when Lord Byron talks about the Spanish and the French in ‘‘Childe Harold’s Pilgrimage: Canto I’’ and expresses his opinions through his character Childe Harold. Through literature we are able to continuously uncover new information about history. It is easy to see how all academic fields have roots in literature. Information became easier to pass down from generation to generation once we began to write it down. Eventually everything was written down, from things like home remedies and cures for illness, or how to build shelter to traditions and religious practices. From there people were able to study literature, improve on ideas, further our knowledge, and academic fields such as the medical field or trades could be started. In much the same way as the literature that we study today continue to be updated as we continue to evolve and learn more and more.",Literature in most forms can be seen as what?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",2219,,-1,-0.0004506534474988734,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
9838,5a18c3b79aa02b0018605eb2,Iranian_languages,"As of 2008, there were an estimated 150–200 million native speakers of Iranian languages. Ethnologue estimates there are 86 Iranian languages, the largest amongst them being Persian, Pashto, Kurdish, and Balochi.",In what year were there hundred and 50 to 200 Iranian languages,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",212,,-1,-0.0047169811320754715,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
35600,5a0370a6af157d001818f41a,Lancashire,"The Lancashire economy relies strongly on the M6 motorway which runs from north to south, past Lancaster and Preston. The M55 connects Preston to Blackpool and is 11.5 miles (18.3 km) long. The M65 motorway from Colne, connects Burnley, Accrington, Blackburn to Preston. The M61 from Preston via Chorley and the M66 starting 500 metres (0.3 mi) inside the county boundary near Edenfield, provide links between Lancashire and Manchester] and the trans-Pennine M62. The M58 crosses the southernmost part of the county from the M6 near Wigan to Liverpool via Skelmersdale.",How far is Chorley away from the nearest county boundary?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",569,,-1,-0.0017574692442882249,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
99352,572b441cf75d5e190021fd43,Empiricism,"Among Peirce's major contributions was to place inductive reasoning and deductive reasoning in a complementary rather than competitive mode, the latter of which had been the primary trend among the educated since David Hume wrote a century before. To this, Peirce added the concept of abductive reasoning. The combined three forms of reasoning serve as a primary conceptual foundation for the empirically based scientific method today. Peirce's approach ""presupposes that (1) the objects of knowledge are real things, (2) the characters (properties) of real things do not depend on our perceptions of them, and (3) everyone who has sufficient experience of real things will agree on the truth about them. According to Peirce's doctrine of fallibilism, the conclusions of science are always tentative. The rationality of the scientific method does not depend on the certainty of its conclusions, but on its self-corrective character: by continued application of the method science can detect and correct its own mistakes, and thus eventually lead to the discovery of truth"".",How did Peirce view inductive vs deductive reasoning?,"{'text': array(['complementary'], dtype=object), 'answer_start': array([97], dtype=int32)}",1073,complementary,97,0.09040074557315937,"(1000, 5000]","[0, 150)","[0.0, 0.25)"
94101,5729604faf94a219006aa343,Green,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content.",What chemical causes emeralds to be green?,"{'text': array(['chromium'], dtype=object), 'answer_start': array([624], dtype=int32)}",641,chromium,624,0.9734789391575663,"(600, 700]","[400, 5000)","[0.5, 1.5)"
97502,572a7282fed8de19000d5c19,Madrasa,"Much of the study in the madrasah college centred on examining whether certain opinions of law were orthodox. This scholarly process of ""determining orthodoxy began with a question which the Muslim layman, called in that capacity mustaftī, presented to a jurisconsult, called mufti, soliciting from him a response, called fatwa, a legal opinion (the religious law of Islam covers civil as well as religious matters). The mufti (professor of legal opinions) took this question, studied it, researched it intensively in the sacred scriptures, in order to find a solution to it. This process of scholarly research was called ijtihād, literally, the exertion of one's efforts to the utmost limit.""",What type of matters are covered through Islamic law?,"{'text': array(['civil as well as religious'], dtype=object), 'answer_start': array([380], dtype=int32)}",693,civil as well as religious,380,0.5483405483405484,"(600, 700]","[150, 400)","[0.5, 1.5)"
98272,572ab4c1f75d5e190021fc5f,Philadelphia,"Philadelphia artists have had a prominent national role in popular music. In the 1970s, Philadelphia soul influenced the music of that and later eras. On July 13, 1985, Philadelphia hosted the American end of the Live Aid concert at John F. Kennedy Stadium. The city reprised this role for the Live 8 concert, bringing some 700,000 people to the Ben Franklin Parkway on July 2, 2005. Philadelphia is home to the world-renowned Philadelphia Boys Choir & Chorale, which has performed its music all over the world. Dr. Robert G. Hamilton, founder of the choir, is a notable native Philadelphian. The Philly Pops is another famous Philadelphia music group. The city has played a major role in the development and support of American rock music and rap music. Hip-hop/Rap artists such as The Roots, DJ Jazzy Jeff & The Fresh Prince, The Goats, Freeway, Schoolly D, Eve, and Lisa ""Left Eye"" Lopes hail from the city.",Name a hip/hop artist from the city?,"{'text': array(['The Roots, DJ Jazzy Jeff & The Fresh Prince, The Goats, Freeway, Schoolly D, Eve, and Lisa ""Left Eye"" Lopes'],
      dtype=object), 'answer_start': array([783], dtype=int32)}",910,"The Roots, DJ Jazzy Jeff & The Fresh Prince, The Goats, Freeway, Schoolly D, Eve, and Lisa ""Left Eye"" Lopes",783,0.8604395604395605,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
128828,573445d3879d6814001ca45e,"Richmond,_Virginia","Several of the city's large general museums are located near the Boulevard. On Boulevard proper are the Virginia Historical Society and the Virginia Museum of Fine Arts, lending their name to what is sometimes called the Museum District. Nearby on Broad Street is the Science Museum of Virginia, housed in the neoclassical former 1919 Broad Street Union Station. Immediately adjacent is the Children's Museum of Richmond, and two blocks away, the Virginia Center for Architecture. Within the downtown are the Library of Virginia and the Valentine Richmond History Center. Elsewhere are the Virginia Holocaust Museum and the Old Dominion Railway Museum.",What museum is next to the Science Museum of Virginia?,"{'text': array([""Children's Museum of Richmond""], dtype=object), 'answer_start': array([391], dtype=int32)}",652,Children's Museum of Richmond,391,0.5996932515337423,"(600, 700]","[150, 400)","[0.5, 1.5)"
64355,5727568bf1498d1400e8f67b,"Ann_Arbor,_Michigan","The Kerrytown Shops, Main Street Business District, the State Street Business District, and the South University Business District are commercial areas in downtown Ann Arbor. Three commercial areas south of downtown include the areas near I-94 and Ann Arbor-Saline Road, Briarwood Mall, and the South Industrial area. Other commercial areas include the Arborland/Washtenaw Avenue and Packard Road merchants on the east side, the Plymouth Road area in the northeast, and the Westgate/West Stadium areas on the west side. Downtown contains a mix of 19th- and early-20th-century structures and modern-style buildings, as well as a farmers' market in the Kerrytown district. The city's commercial districts are composed mostly of two- to four-story structures, although downtown and the area near Briarwood Mall contain a small number of high-rise buildings.",Which districts compose mostly of 2-4 story structures?,"{'text': array(['commercial districts'], dtype=object), 'answer_start': array([682], dtype=int32)}",854,commercial districts,682,0.7985948477751756,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
125757,573405584776f4190066170d,Portugal,"Portugal is a significant European minerals producer and is ranked among Europe's leading copper producers. The nation is also a notable producer of tin, tungsten and uranium. However, the country lacks the potential to conduct hydrocarbon exploration and aluminium, a limitation that has hindered the development of Portugal's mining and metallurgy sectors. Although the country has vast iron and coal reserves—mainly in the north—after the 1974 revolution and the consequent economic globalization, low competitiveness forced a decrease in the extraction activity for these minerals. The Panasqueira and Neves-Corvo mines are among the most recognised Portuguese mines that are still in operation.[citation needed]",What mineral is Portugal ranked as a leading European producer of?,"{'text': array(['copper'], dtype=object), 'answer_start': array([90], dtype=int32)}",716,copper,90,0.12569832402234637,"(700, 1000]","[0, 150)","[0.0, 0.25)"
28503,5706ab5375f01819005e7cf6,Black_people,"Other than by appearance, ""Coloureds"" can usually be distinguished from ""Blacks"" by language. Most speak Afrikaans or English as a first language, as opposed to Bantu languages such as Zulu or Xhosa. They also tend to have more European-sounding names than Bantu names.","What is another way ""Coloureds"" can be distinguished from ""Blacks""?","{'text': array(['language'], dtype=object), 'answer_start': array([84], dtype=int32)}",269,language,84,0.31226765799256506,"(0, 600]","[0, 150)","[0.25, 0.5)"
44255,571020a9b654c5140001f816,Elizabeth_II,"Following their wedding, the couple leased Windlesham Moor, near Windsor Castle, until 4 July 1949, when they took up residence at Clarence House in London. At various times between 1949 and 1951, the Duke of Edinburgh was stationed in the British Crown Colony of Malta as a serving Royal Navy officer. He and Elizabeth lived intermittently, for several months at a time, in the hamlet of Gwardamanġa, at Villa Guardamangia, the rented home of Philip's uncle, Lord Mountbatten. The children remained in Britain.",Where was Philip stationed during WWII?,"{'text': array(['British Crown Colony of Malta'], dtype=object), 'answer_start': array([240], dtype=int32)}",511,British Crown Colony of Malta,240,0.46966731898238745,"(0, 600]","[150, 400)","[0.25, 0.5)"
4797,56d1042317492d1400aab72e,Kanye_West,"Carrying a Louis Vuitton backpack filled with old disks and demos to the studio and back, West crafted much of his production for his debut album in less than fifteen minutes at a time. He recorded the remainder of the album in Los Angeles while recovering from the car accident. Once he had completed the album, it was leaked months before its release date. However, West decided to use the opportunity to review the album, and The College Dropout was significantly remixed, remastered, and revised before being released. As a result, certain tracks originally destined for the album were subsequently retracted, among them ""Keep the Receipt"" with Ol' Dirty Bastard and ""The Good, the Bad, and the Ugly"" with Consequence. West meticulously refined the production, adding string arrangements, gospel choirs, improved drum programming and new verses. West's perfectionism led The College Dropout to have its release postponed three times from its initial date in August 2003.",In what city did West finish recording his first album?,"{'text': array(['Los Angeles'], dtype=object), 'answer_start': array([228], dtype=int32)}",974,Los Angeles,228,0.23408624229979466,"(700, 1000]","[150, 400)","[0.0, 0.25)"
24807,56f8a97a9e9bad19000a0289,Gene,"Whereas the chromosomes of prokaryotes are relatively gene-dense, those of eukaryotes often contain regions of DNA that serve no obvious function. Simple single-celled eukaryotes have relatively small amounts of such DNA, whereas the genomes of complex multicellular organisms, including humans, contain an absolute majority of DNA without an identified function. This DNA has often been referred to as ""junk DNA"". However, more recent analyses suggest that, although protein-coding DNA makes up barely 2% of the human genome, about 80% of the bases in the genome may be expressed, so the term ""junk DNA"" may be a misnomer.",What percentage of bases in the human genome are expressed by protein coding DNA,"{'text': array(['about 80%'], dtype=object), 'answer_start': array([527], dtype=int32)}",623,about 80%,527,0.8459069020866774,"(600, 700]","[400, 5000)","[0.5, 1.5)"
19605,5ad3b8ce604f3c001a3fee5a,Tristan_da_Cunha,"Tristan da Cunha /ˈtrɪstən də ˈkuːnjə/, colloquially Tristan, is both a remote group of volcanic islands in the south Atlantic Ocean and the main island of that group. It is the most remote inhabited archipelago in the world, lying 2,000 kilometres (1,200 mi) from the nearest inhabited land, Saint Helena, 2,400 kilometres (1,500 mi) from the nearest continental land, South Africa, and 3,360 kilometres (2,090 mi) from South America. The territory consists of the main island, also named Tristan da Cunha, which has a north–south length of 11.27 kilometres (7.00 mi) and has an area of 98 square kilometres (38 sq mi), along with the smaller, uninhabited Nightingale Islands and the wildlife reserves of Inaccessible and Gough Islands.",Which is the least remotely inhabited archipelago in the world?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",737,,-1,-0.0013568521031207597,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
109799,573428154776f419006619b9,"Tucson,_Arizona","Also on the north side is the suburban community of Catalina Foothills, located in the foothills of the Santa Catalina Mountains just north of the city limits. This community includes among the area's most expensive homes, sometimes multimillion-dollar estates. The Foothills area is generally defined as north of River Road, east of Oracle Road, and west of Sabino Creek. Some of the Tucson area's major resorts are located in the Catalina Foothills, including the Hacienda Del Sol, Westin La Paloma Resort, Loews Ventana Canyon Resort and Canyon Ranch Resort. La Encantada, an upscale outdoor shopping mall, is also in the Foothills.",Which big resorts are in Catalina Foothills?,"{'text': array(['Hacienda Del Sol, Westin La Paloma Resort, Loews Ventana Canyon Resort and Canyon Ranch Resort'],
      dtype=object), 'answer_start': array([466], dtype=int32)}",635,"Hacienda Del Sol, Westin La Paloma Resort, Loews Ventana Canyon Resort and Canyon Ranch Resort",466,0.7338582677165354,"(600, 700]","[400, 5000)","[0.5, 1.5)"
